,year,yday,prcp (mm/day),tmax (deg c),tmin (deg c),vp (Pa)
0,1980,1,0.0,17.0,-1.5,200.0
1,1980,2,0.0,16.5,-2.0,200.0
2,1980,3,0.0,14.0,-4.0,160.0
3,1980,4,0.0,16.0,-3.0,160.0
4,1980,5,0.0,17.0,-3.5,160.0
5,1980,6,0.0,16.5,-1.0,200.0
6,1980,7,0.0,14.5,0.0,200.0
7,1980,8,0.0,14.0,-0.5,200.0
8,1980,9,0.0,13.0,0.0,200.0
9,1980,10,5.0,11.0,3.5,600.0
10,1980,11,5.0,10.0,5.0,880.0
11,1980,12,3.0,15.5,2.5,520.0
12,1980,13,0.0,18.5,3.5,320.0
13,1980,14,0.0,19.5,3.0,280.0
14,1980,15,5.0,16.0,2.0,400.0
15,1980,16,0.0,15.0,-0.5,280.0
16,1980,17,0.0,15.5,-1.0,280.0
17,1980,18,0.0,14.5,3.5,480.0
18,1980,19,0.0,13.0,2.5,480.0
19,1980,20,0.0,12.5,-3.0,240.0
20,1980,21,9.0,9.5,0.5,560.0
21,1980,22,4.0,7.0,-2.0,520.0
22,1980,23,0.0,10.0,-3.5,360.0
23,1980,24,0.0,13.0,-4.0,280.0
24,1980,25,0.0,15.5,-4.5,240.0
25,1980,26,0.0,15.0,-2.5,320.0
26,1980,27,0.0,14.5,-1.5,360.0
27,1980,28,0.0,12.5,-0.5,400.0
28,1980,29,2.0,12.0,1.0,480.0
29,1980,30,0.0,14.0,5.5,760.0
30,1980,31,3.0,13.0,6.5,960.0
31,1980,32,0.0,15.0,4.5,640.0
32,1980,33,0.0,19.0,0.0,360.0
33,1980,34,0.0,21.5,1.0,360.0
34,1980,35,0.0,22.5,1.0,320.0
35,1980,36,0.0,21.5,2.5,400.0
36,1980,37,0.0,21.5,3.5,440.0
37,1980,38,0.0,18.0,1.5,400.0
38,1980,39,16.0,11.0,-1.0,480.0
39,1980,40,5.0,6.0,-3.5,480.0
40,1980,41,0.0,9.0,-4.5,400.0
41,1980,42,0.0,13.0,-5.5,320.0
42,1980,43,0.0,14.0,-3.5,360.0
43,1980,44,11.0,12.5,1.5,680.0
44,1980,45,40.0,11.5,5.0,880.0
45,1980,46,14.0,13.5,6.5,960.0
46,1980,47,4.0,13.0,1.5,680.0
47,1980,48,9.0,13.5,4.5,840.0
48,1980,49,0.0,17.0,4.5,840.0
49,1980,50,0.0,16.0,7.5,1040.0
50,1980,51,6.0,13.5,4.5,840.0
51,1980,52,0.0,13.5,1.5,680.0
52,1980,53,0.0,14.5,1.5,680.0
53,1980,54,0.0,17.0,0.0,600.0
54,1980,55,0.0,17.5,0.0,600.0
55,1980,56,0.0,19.0,0.0,600.0
56,1980,57,0.0,21.0,3.0,720.0
57,1980,58,0.0,22.5,2.5,680.0
58,1980,59,0.0,23.0,3.0,720.0
59,1980,60,0.0,21.5,4.0,800.0
60,1980,61,0.0,18.0,1.0,640.0
61,1980,62,0.0,16.5,2.5,720.0
62,1980,63,0.0,16.5,4.0,800.0
63,1980,64,0.0,16.0,3.5,800.0
64,1980,65,0.0,19.0,-0.5,560.0
65,1980,66,0.0,18.5,1.5,680.0
66,1980,67,0.0,16.5,4.0,800.0
67,1980,68,0.0,18.0,-1.0,520.0
68,1980,69,0.0,18.0,-0.5,560.0
69,1980,70,0.0,14.5,3.5,800.0
70,1980,71,13.0,14.0,3.5,800.0
71,1980,72,0.0,15.0,3.5,800.0
72,1980,73,0.0,19.5,-0.5,560.0
73,1980,74,0.0,22.0,2.0,640.0
74,1980,75,0.0,21.0,3.0,720.0
75,1980,76,0.0,17.5,3.0,760.0
76,1980,77,0.0,16.5,0.0,600.0
77,1980,78,0.0,20.0,-1.0,520.0
78,1980,79,4.0,16.5,1.5,680.0
79,1980,80,0.0,17.0,-3.5,440.0
80,1980,81,0.0,20.5,0.5,600.0
81,1980,82,0.0,19.0,4.5,840.0
82,1980,83,0.0,15.0,-0.5,600.0
83,1980,84,0.0,16.0,-1.0,560.0
84,1980,85,0.0,16.0,1.0,640.0
85,1980,86,0.0,14.5,0.5,640.0
86,1980,87,7.0,12.5,0.5,640.0
87,1980,88,0.0,12.5,-1.0,560.0
88,1980,89,0.0,15.5,-3.0,480.0
89,1980,90,0.0,19.5,-2.5,480.0
90,1980,91,0.0,16.5,2.5,720.0
91,1980,92,0.0,19.0,-1.5,520.0
92,1980,93,0.0,17.0,-0.5,560.0
93,1980,94,0.0,18.5,-1.5,520.0
94,1980,95,0.0,23.5,2.0,640.0
95,1980,96,0.0,22.5,2.5,640.0
96,1980,97,0.0,22.0,2.5,680.0
97,1980,98,0.0,22.5,4.0,760.0
98,1980,99,0.0,24.5,2.0,600.0
99,1980,100,0.0,26.0,4.0,720.0
100,1980,101,0.0,25.5,4.0,680.0
101,1980,102,0.0,23.5,6.0,840.0
102,1980,103,0.0,17.0,1.0,600.0
103,1980,104,0.0,13.5,-1.0,560.0
104,1980,105,0.0,21.5,-1.0,480.0
105,1980,106,0.0,26.0,2.5,560.0
106,1980,107,0.0,26.5,4.5,680.0
107,1980,108,0.0,27.0,5.5,720.0
108,1980,109,0.0,28.0,7.5,840.0
109,1980,110,0.0,29.5,8.5,880.0
110,1980,111,0.0,29.5,11.5,1120.0
111,1980,112,0.0,27.0,12.5,1280.0
112,1980,113,0.0,25.0,8.5,920.0
113,1980,114,0.0,21.0,0.5,520.0
114,1980,115,0.0,13.5,0.0,600.0
115,1980,116,0.0,21.5,3.0,600.0
116,1980,117,0.0,24.5,4.5,640.0
117,1980,118,0.0,26.0,10.0,1040.0
118,1980,119,0.0,27.5,6.5,720.0
119,1980,120,0.0,25.0,10.0,1040.0
120,1980,121,2.0,19.5,5.5,800.0
121,1980,122,0.0,18.0,5.5,840.0
122,1980,123,0.0,23.0,4.5,640.0
123,1980,124,0.0,24.0,7.5,840.0
124,1980,125,0.0,26.0,7.0,760.0
125,1980,126,0.0,26.5,8.0,800.0
126,1980,127,0.0,27.0,6.0,680.0
127,1980,128,0.0,26.0,9.0,880.0
128,1980,129,0.0,26.5,8.5,840.0
129,1980,130,0.0,26.0,6.5,640.0
130,1980,131,0.0,25.5,8.0,720.0
131,1980,132,0.0,22.5,8.0,800.0
132,1980,133,0.0,21.5,2.0,480.0
133,1980,134,0.0,26.0,2.5,440.0
134,1980,135,0.0,24.5,9.0,760.0
135,1980,136,0.0,21.5,5.0,320.0
136,1980,137,0.0,23.5,7.0,360.0
137,1980,138,0.0,27.0,7.5,360.0
138,1980,139,0.0,28.5,9.0,400.0
139,1980,140,0.0,29.5,9.0,400.0
140,1980,141,0.0,32.0,10.5,480.0
141,1980,142,0.0,31.5,10.0,440.0
142,1980,143,0.0,29.0,9.0,400.0
143,1980,144,0.0,27.5,7.5,360.0
144,1980,145,0.0,24.5,8.0,400.0
145,1980,146,0.0,24.5,1.0,240.0
146,1980,147,0.0,26.5,3.0,280.0
147,1980,148,0.0,27.0,7.5,360.0
148,1980,149,0.0,27.0,6.5,360.0
149,1980,150,0.0,27.5,4.5,320.0
150,1980,151,0.0,29.5,6.0,320.0
151,1980,152,0.0,29.0,7.5,360.0
152,1980,153,0.0,27.5,9.5,440.0
153,1980,154,0.0,29.5,5.5,320.0
154,1980,155,0.0,30.5,7.5,360.0
155,1980,156,0.0,32.5,8.0,400.0
156,1980,157,0.0,33.0,9.0,400.0
157,1980,158,0.0,32.5,9.0,400.0
158,1980,159,0.0,34.5,9.5,440.0
159,1980,160,0.0,36.0,12.5,520.0
160,1980,161,0.0,37.0,15.0,640.0
161,1980,162,0.0,35.5,14.5,600.0
162,1980,163,0.0,35.0,11.0,480.0
163,1980,164,0.0,35.0,12.5,520.0
164,1980,165,0.0,36.0,12.0,520.0
165,1980,166,0.0,36.0,14.0,600.0
166,1980,167,0.0,36.5,13.5,560.0
167,1980,168,0.0,37.5,14.0,600.0
168,1980,169,0.0,37.0,16.0,680.0
169,1980,170,0.0,36.5,16.5,720.0
170,1980,171,0.0,36.0,16.5,720.0
171,1980,172,0.0,36.0,16.0,680.0
172,1980,173,0.0,35.5,16.0,680.0
173,1980,174,0.0,36.0,15.0,640.0
174,1980,175,0.0,36.0,15.5,640.0
175,1980,176,0.0,35.5,14.5,600.0
176,1980,177,0.0,36.0,18.0,800.0
177,1980,178,0.0,38.0,17.0,720.0
178,1980,179,0.0,37.5,18.5,800.0
179,1980,180,0.0,38.5,20.0,880.0
180,1980,181,0.0,38.5,20.5,920.0
181,1980,182,0.0,35.0,17.5,760.0
182,1980,183,11.0,31.5,14.0,600.0
183,1980,184,0.0,33.5,15.5,640.0
184,1980,185,0.0,36.0,16.0,680.0
185,1980,186,0.0,36.5,17.0,720.0
186,1980,187,0.0,36.5,19.0,840.0
187,1980,188,0.0,34.5,19.0,840.0
188,1980,189,4.0,33.5,16.0,680.0
189,1980,190,0.0,35.0,18.0,800.0
190,1980,191,0.0,33.5,19.5,880.0
191,1980,192,0.0,34.5,19.5,880.0
192,1980,193,0.0,34.5,17.5,760.0
193,1980,194,6.0,31.0,16.5,720.0
194,1980,195,11.0,29.0,16.0,680.0
195,1980,196,0.0,32.5,16.5,720.0
196,1980,197,0.0,34.5,18.0,800.0
197,1980,198,0.0,37.0,19.0,840.0
198,1980,199,0.0,37.5,20.0,880.0
199,1980,200,0.0,36.0,20.0,880.0
200,1980,201,0.0,34.5,18.0,800.0
201,1980,202,0.0,34.0,16.5,720.0
202,1980,203,0.0,33.5,18.5,800.0
203,1980,204,2.0,32.5,20.5,920.0
204,1980,205,1.0,33.5,20.5,920.0
205,1980,206,0.0,35.0,19.0,840.0
206,1980,207,0.0,35.5,18.0,800.0
207,1980,208,0.0,36.0,18.0,800.0
208,1980,209,0.0,37.5,20.0,880.0
209,1980,210,0.0,35.5,21.0,960.0
210,1980,211,0.0,34.0,20.0,880.0
211,1980,212,0.0,34.5,19.0,840.0
212,1980,213,9.0,35.5,18.5,800.0
213,1980,214,0.0,35.0,16.5,720.0
214,1980,215,0.0,34.0,19.0,840.0
215,1980,216,0.0,33.0,18.5,800.0
216,1980,217,8.0,31.0,17.0,720.0
217,1980,218,0.0,31.0,16.5,720.0
218,1980,219,0.0,33.0,17.0,720.0
219,1980,220,0.0,35.5,17.0,720.0
220,1980,221,0.0,34.5,18.0,800.0
221,1980,222,0.0,34.0,18.0,800.0
222,1980,223,16.0,33.5,17.0,800.0
223,1980,224,8.0,33.0,17.5,1160.0
224,1980,225,0.0,31.5,17.0,1000.0
225,1980,226,0.0,27.5,17.0,1280.0
226,1980,227,39.0,28.0,16.5,1440.0
227,1980,228,11.0,29.0,15.0,1480.0
228,1980,229,0.0,30.5,14.5,1240.0
229,1980,230,0.0,32.0,13.0,1040.0
230,1980,231,0.0,32.0,14.5,1200.0
231,1980,232,0.0,28.0,18.0,1880.0
232,1980,233,0.0,29.5,13.5,1160.0
233,1980,234,0.0,32.5,13.0,1040.0
234,1980,235,0.0,32.0,17.0,1520.0
235,1980,236,10.0,29.5,16.0,1720.0
236,1980,237,12.0,27.5,15.5,1760.0
237,1980,238,8.0,29.0,13.0,1440.0
238,1980,239,0.0,30.5,14.0,1360.0
239,1980,240,0.0,31.0,13.5,1320.0
240,1980,241,0.0,32.5,14.5,1400.0
241,1980,242,0.0,32.0,16.0,1600.0
242,1980,243,0.0,32.0,15.0,1480.0
243,1980,244,0.0,31.5,13.0,1240.0
244,1980,245,0.0,31.5,11.5,1120.0
245,1980,246,0.0,32.0,14.5,1400.0
246,1980,247,0.0,32.5,16.5,1680.0
247,1980,248,1.0,29.0,17.5,1960.0
248,1980,249,3.0,29.0,15.0,1720.0
249,1980,250,5.0,29.5,14.0,1600.0
250,1980,251,0.0,28.5,15.5,1720.0
251,1980,252,0.0,29.0,15.5,1680.0
252,1980,253,0.0,28.5,14.0,1520.0
253,1980,254,0.0,28.0,17.0,1920.0
254,1980,255,0.0,29.5,13.5,1440.0
255,1980,256,0.0,29.5,11.0,1160.0
256,1980,257,0.0,30.5,10.5,1120.0
257,1980,258,0.0,30.0,13.0,1400.0
258,1980,259,0.0,31.0,13.5,1400.0
259,1980,260,0.0,32.5,13.0,1320.0
260,1980,261,0.0,34.0,12.5,1280.0
261,1980,262,0.0,34.5,13.5,1360.0
262,1980,263,0.0,33.0,15.0,1560.0
263,1980,264,0.0,33.0,12.0,1240.0
264,1980,265,0.0,31.0,11.0,1200.0
265,1980,266,0.0,31.0,9.5,1080.0
266,1980,267,0.0,30.5,10.5,1160.0
267,1980,268,0.0,29.5,13.0,1440.0
268,1980,269,0.0,29.0,12.0,1360.0
269,1980,270,9.0,26.0,13.0,1480.0
270,1980,271,0.0,27.0,13.0,1480.0
271,1980,272,0.0,28.5,12.5,1440.0
272,1980,273,0.0,30.5,12.5,1400.0
273,1980,274,0.0,31.5,14.0,1560.0
274,1980,275,0.0,32.5,11.0,1200.0
275,1980,276,0.0,32.5,11.0,1200.0
276,1980,277,0.0,32.5,11.5,1280.0
277,1980,278,0.0,32.0,11.5,1280.0
278,1980,279,0.0,32.5,12.0,1320.0
279,1980,280,0.0,30.0,9.5,1120.0
280,1980,281,0.0,27.5,10.5,1280.0
281,1980,282,0.0,28.0,9.5,1160.0
282,1980,283,0.0,29.0,8.0,1040.0
283,1980,284,0.0,29.5,11.0,1320.0
284,1980,285,0.0,26.0,10.5,1280.0
285,1980,286,0.0,26.5,8.0,1040.0
286,1980,287,7.0,24.5,9.5,1200.0
287,1980,288,0.0,23.5,9.0,1160.0
288,1980,289,0.0,18.5,4.5,840.0
289,1980,290,0.0,14.0,-1.0,560.0
290,1980,291,0.0,17.5,-3.0,480.0
291,1980,292,0.0,19.0,-2.0,520.0
292,1980,293,0.0,20.0,2.5,720.0
293,1980,294,0.0,18.5,2.5,720.0
294,1980,295,0.0,21.0,0.0,600.0
295,1980,296,0.0,22.5,1.0,640.0
296,1980,297,0.0,23.5,1.5,680.0
297,1980,298,0.0,22.5,1.5,680.0
298,1980,299,0.0,23.0,3.0,760.0
299,1980,300,0.0,20.0,6.0,920.0
300,1980,301,0.0,18.0,4.5,840.0
301,1980,302,0.0,14.0,-1.0,560.0
302,1980,303,0.0,13.5,-1.0,560.0
303,1980,304,0.0,17.5,2.0,720.0
304,1980,305,0.0,21.0,2.0,720.0
305,1980,306,0.0,22.0,2.0,720.0
306,1980,307,0.0,23.5,2.0,720.0
307,1980,308,0.0,25.0,3.0,720.0
308,1980,309,0.0,25.0,4.0,800.0
309,1980,310,0.0,25.5,4.5,840.0
310,1980,311,0.0,27.0,5.0,840.0
311,1980,312,0.0,26.0,5.0,880.0
312,1980,313,0.0,26.0,4.0,800.0
313,1980,314,0.0,27.0,3.5,720.0
314,1980,315,0.0,24.5,6.5,920.0
315,1980,316,0.0,24.5,6.5,920.0
316,1980,317,0.0,23.0,5.0,840.0
317,1980,318,0.0,20.0,3.0,640.0
318,1980,319,0.0,18.0,0.0,440.0
319,1980,320,0.0,17.5,0.0,480.0
320,1980,321,2.0,10.5,-0.5,560.0
321,1980,322,0.0,6.0,-5.0,440.0
322,1980,323,0.0,9.5,-4.0,400.0
323,1980,324,0.0,12.5,-4.5,360.0
324,1980,325,0.0,13.5,-1.0,480.0
325,1980,326,0.0,11.5,2.0,720.0
326,1980,327,0.0,12.0,-2.0,440.0
327,1980,328,0.0,16.0,-3.0,240.0
328,1980,329,0.0,15.0,-0.5,280.0
329,1980,330,0.0,10.0,-3.5,280.0
330,1980,331,0.0,11.0,-4.5,240.0
331,1980,332,0.0,14.5,-5.0,160.0
332,1980,333,0.0,19.5,-2.0,200.0
333,1980,334,0.0,21.5,0.0,200.0
334,1980,335,0.0,19.0,0.0,240.0
335,1980,336,0.0,19.5,-1.0,200.0
336,1980,337,0.0,21.0,0.5,240.0
337,1980,338,0.0,21.5,0.5,240.0
338,1980,339,0.0,21.5,-1.0,200.0
339,1980,340,0.0,19.5,0.0,200.0
340,1980,341,1.0,17.0,1.5,240.0
341,1980,342,4.0,12.0,2.5,520.0
342,1980,343,0.0,10.0,-2.5,280.0
343,1980,344,0.0,10.0,-6.0,160.0
344,1980,345,0.0,11.5,-4.0,200.0
345,1980,346,0.0,14.0,-2.5,200.0
346,1980,347,3.0,11.0,-0.5,400.0
347,1980,348,4.0,14.0,3.5,600.0
348,1980,349,0.0,14.0,2.0,440.0
349,1980,350,0.0,18.0,-0.5,280.0
350,1980,351,0.0,20.5,2.0,320.0
351,1980,352,0.0,21.5,2.0,280.0
352,1980,353,0.0,21.0,1.5,280.0
353,1980,354,0.0,19.0,1.0,320.0
354,1980,355,0.0,16.0,0.0,320.0
355,1980,356,0.0,15.0,-1.5,280.0
356,1980,357,0.0,18.5,-1.0,240.0
357,1980,358,0.0,19.0,0.0,280.0
358,1980,359,0.0,18.5,-1.5,240.0
359,1980,360,0.0,20.0,0.0,280.0
360,1980,361,0.0,22.0,-0.5,200.0
361,1980,362,0.0,23.0,1.5,240.0
362,1980,363,0.0,23.0,2.5,240.0
363,1980,364,0.0,20.5,2.0,240.0
364,1980,365,0.0,17.5,3.0,280.0
